,Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,Tx,DwTx,Tn,DwTn,P,DwP,Pd,HDD,CDD,year,month,province_full_name,region
54759,-84.51,46.485,SAULT STE MARIE A,6057591,ON,1.3,0.0,16.1,0.0,-12.2,0.0,100.5,0.0,18.0,500.4,0.0,2021,11,Ontario,Central
54765,-80.303,46.215,MONETVILLE 2,6065252,ON,1.1,0.0,15.0,0.0,-17.0,0.0,75.8,0.0,10.0,507.2,0.0,2021,11,Ontario,Central
54768,-82.124,49.383,BONNER LAKE,6070QK6,ON,-2.6,2.0,14.0,1.0,-18.0,1.0,68.6,1.0,12.0,577.0,0.0,2021,11,Ontario,Central
54769,-79.849,47.695,EARLTON A,6072223,ON,-1.8,0.0,12.0,0.0,-20.8,0.0,22.2,0.0,6.0,594.0,0.0,2021,11,Ontario,Central
54778,-84.164,49.747,NAGAGAMI (AUT),6075543,ON,-3.0,0.0,14.7,0.0,-26.6,0.0,58.1,1.0,12.0,630.5,0.0,2021,11,Ontario,Central
54779,-85.901,51.659,OGOKI POST A,6075786,ON,-3.7,0.0,14.0,0.0,-23.3,0.0,20.1,1.0,4.0,652.2,0.0,2021,11,Ontario,Central
54780,-81.39,48.557,TIMMINS CLIMATE,6078282,ON,-2.6,1.0,12.4,1.0,-18.5,1.0,42.0,1.0,8.0,596.1,0.0,2021,11,Ontario,Central
54784,-79.403,46.375,NORTH BAY AIRPORT,6085695,ON,-0.6,0.0,14.7,0.0,-19.1,0.0,66.4,0.0,11.0,558.9,0.0,2021,11,Ontario,Central
54786,-82.567,45.883,GORE BAY CLIMATE,6092920,ON,2.9,3.0,14.7,3.0,-12.7,3.0,63.7,3.0,13.0,408.2,0.0,2021,11,Ontario,Central
54787,-76.113,45.186,APPLETON,6100285,ON,2.2,0.0,16.0,0.0,-10.0,0.0,49.4,0.0,10.0,473.3,0.0,2021,11,Ontario,Central
54788,-75.748,44.635,BROCKVILLE CLIMATE,6100970,ON,2.0,0.0,15.1,0.0,-11.7,0.0,64.8,0.0,11.0,479.6,0.0,2021,11,Ontario,Central
54791,-74.749,45.016,CORNWALL,6101874,ON,3.5,0.0,15.0,0.0,-8.5,0.0,64.5,0.0,10.0,435.5,0.0,2021,11,Ontario,Central
54794,-76.69,44.428,HARTINGTON IHD,6103367,ON,2.9,0.0,14.5,0.0,-9.5,0.0,50.2,0.0,11.0,453.7,0.0,2021,11,Ontario,Central
54800,-76.784,45.054,OMPAH-SEITZ,6105762,ON,1.7,0.0,16.5,0.0,-12.5,0.0,68.6,0.0,12.0,488.0,0.0,2021,11,Ontario,Central
54807,-77.25,45.883,PETAWAWA HOFFMAN,610FC98,ON,1.2,0.0,17.0,0.0,-10.5,0.0,41.8,0.0,10.0,504.3,0.0,2021,11,Ontario,Central
54808,-79.319,44.267,BALDWIN,6110480,ON,2.5,0.0,19.5,0.0,-13.5,0.0,55.0,0.0,11.0,466.0,0.0,2021,11,Ontario,Central
54810,-79.403,45.14,BEATRICE CLIMATE,6110607,ON,0.6,0.0,17.9,0.0,-14.0,0.0,79.0,0.0,11.0,522.4,0.0,2021,11,Ontario,Central
54827,-81.717,43.767,GODERICH,6122847,ON,3.7,0.0,15.0,0.0,-7.7,0.0,145.3,0.0,18.0,428.2,0.0,2021,11,Ontario,Central
54829,-82.309,42.999,SARNIA,6127510,ON,3.9,0.0,18.9,0.0,-6.4,0.0,45.5,0.0,8.0,424.0,0.0,2021,11,Ontario,Central
54831,-81.633,45.233,TOBERMORY RCS,6128330,ON,3.1,0.0,12.6,0.0,-8.2,0.0,97.1,0.0,18.0,448.2,0.0,2021,11,Ontario,Central
54832,-83.094,42.103,AMHERSTBURG,6130257,ON,4.7,0.0,18.5,0.0,-5.0,0.0,53.7,0.0,9.0,399.1,0.0,2021,11,Ontario,Central
54834,-80.55,42.867,DELHI CS,6131983,ON,3.4,0.0,17.1,0.0,-8.2,0.0,61.2,0.0,11.0,437.5,0.0,2021,11,Ontario,Central
54835,-79.558,43.184,GRIMSBY MOUNTAIN,6133055,ON,4.8,0.0,18.5,0.0,-5.0,0.0,41.0,0.0,10.0,397.0,0.0,2021,11,Ontario,Central
54838,-81.636,42.514,NEW GLASGOW,6135583,ON,3.6,2.0,16.0,2.0,-7.0,2.0,40.0,2.0,9.0,404.0,0.0,2021,11,Ontario,Central
54855,-80.379,43.702,FERGUS MOE,6142402,ON,0.4,15.0,17.0,10.0,-24.0,10.0,43.7,10.0,13.0,263.7,0.0,2021,11,Ontario,Central
54860,-81.15,43.033,LONDON CS,6144478,ON,3.3,0.0,17.7,0.0,-5.4,0.0,69.5,0.0,13.0,441.0,0.0,2021,11,Ontario,Central
54865,-77.395,44.151,BELLEVILLE,6150689,ON,3.9,1.0,15.5,1.0,-9.0,1.0,47.6,1.0,11.0,408.4,0.0,2021,11,Ontario,Central
54889,-78.363,44.23,PETERBOROUGH A,6166415,ON,1.5,0.0,16.1,0.0,-16.3,0.0,31.3,0.0,8.0,495.2,0.0,2021,11,Ontario,Central
54893,-77.879,45.071,BANCROFT AUTO,616I001,ON,-0.1,0.0,17.2,0.0,-17.2,0.0,62.2,0.0,10.0,542.0,0.0,2021,11,Ontario,Central
54897,-71.972,46.691,DESCHAMBAULT,7011983,QC,-0.2,0.0,14.6,0.0,-14.3,0.0,87.5,0.0,8.0,546.3,0.0,2021,11,Quebec,Central
54917,-72.683,46.367,TROIS-RIVIERES,7018563,QC,0.2,0.0,15.5,0.0,-14.3,0.0,74.5,0.0,8.0,535.1,0.0,2021,11,Quebec,Central
54923,-71.382,46.804,QUEBEC/JEAN LESAGE INTL,701S001,QC,0.2,0.0,14.2,0.0,-15.0,0.0,92.5,0.0,10.0,532.9,0.0,2021,11,Quebec,Central
54932,-72.85,45.033,FRELIGHSBURG,7022579,QC,1.9,1.0,14.4,1.0,-10.3,1.0,82.9,1.0,13.0,467.6,0.0,2021,11,Quebec,Central
54941,-71.824,45.369,LENNOXVILLE,7024280,QC,1.0,0.0,14.4,0.0,-11.9,0.0,56.0,0.0,10.0,508.9,0.0,2021,11,Quebec,Central
54946,-73.741,45.471,MONTREAL INTL A,7025251,QC,2.2,0.0,14.9,0.0,-8.5,0.0,70.0,0.0,11.0,475.5,0.0,2021,11,Quebec,Central
54960,-72.537,45.825,SAINT-GERMAIN-DE-GRANTHAM,7027470,QC,1.1,0.0,14.2,0.0,-12.6,0.0,54.2,0.0,11.0,506.7,0.0,2021,11,Quebec,Central
54972,-71.266,46.049,THETFORD MINES RCS,7028442,QC,-0.7,0.0,12.4,0.0,-14.5,0.0,78.8,0.0,11.0,562.0,0.0,2021,11,Quebec,Central
54991,-75.992,46.275,MANIWAKI AIRPORT,7034482,QC,-0.3,0.0,16.4,0.0,-16.5,0.0,54.8,0.0,11.0,549.7,0.0,2021,11,Quebec,Central
54999,-68.2,49.133,BAIE-COMEAU A,7040442,QC,0.8,0.0,13.1,0.0,-12.6,0.0,66.5,0.0,8.0,515.8,0.0,2021,11,Quebec,Central
55008,-71.148,47.323,FORET MONTMORENCY RCS,7042395,QC,-3.5,2.0,9.4,2.0,-18.8,2.0,110.6,2.0,11.0,600.9,0.0,2021,11,Quebec,Central
55010,-63.611,50.282,HAVRE ST. PIERRE,7043019,QC,1.0,2.0,10.0,2.0,-8.3,2.0,121.6,1.0,13.0,477.0,0.0,2021,11,Quebec,Central
55016,-61.789,50.19,NATASHQUAN A,7045398,QC,2.0,0.0,12.2,0.0,-10.0,0.0,142.7,0.0,14.0,478.8,0.0,2021,11,Quebec,Central
55021,-66.25,50.217,SEPT-ILES,7047914,QC,0.9,0.0,10.9,0.0,-10.8,0.0,104.5,0.0,10.0,513.1,0.0,2021,11,Quebec,Central
55028,-65.325,49.251,CAP-MADELEINE,7051163,QC,3.0,0.0,15.7,0.0,-3.7,0.0,80.2,0.0,10.0,448.9,0.0,2021,11,Quebec,Central
55029,-67.253,48.309,CAUSAPSCAL AIRPORT,7051201,QC,-0.5,0.0,14.2,0.0,-8.6,0.0,77.1,1.0,8.0,554.0,0.0,2021,11,Quebec,Central
55030,-64.48,48.775,GASPE A,7052601,QC,1.8,1.0,14.9,1.0,-7.1,1.0,134.1,0.0,13.0,470.9,0.0,2021,11,Quebec,Central
55037,-70.032,47.356,LA POCATIERE,7054096,QC,2.0,0.0,14.5,0.0,-10.6,0.0,68.6,0.0,10.0,480.2,0.0,2021,11,Quebec,Central
55038,-68.208,48.609,MONT JOLI A,7055121,QC,1.1,4.0,12.1,4.0,-8.5,4.0,70.5,0.0,7.0,440.5,0.0,2021,11,Quebec,Central
55040,-65.332,48.012,NEW CARLISLE 1,7055422,QC,2.4,0.0,14.1,0.0,-5.0,0.0,130.1,0.0,10.0,469.0,0.0,2021,11,Quebec,Central
55041,-65.842,48.156,NEW RICHMOND EAST,7055440,QC,1.7,0.0,13.6,0.0,-5.9,0.0,125.5,0.0,8.0,488.8,0.0,2021,11,Quebec,Central
55043,-64.293,49.839,PORT-MENIER,7056202,QC,2.6,2.0,11.7,2.0,-7.5,2.0,108.0,2.0,14.0,431.9,0.0,2021,11,Quebec,Central
55050,-66.654,49.109,CAP-CHAT,705S002,QC,2.3,0.0,13.0,0.0,-4.3,0.0,79.6,0.0,12.0,472.0,0.0,2021,11,Quebec,Central
55051,-71.0,48.333,BAGOTVILLE A,7060400,QC,-0.6,0.0,12.0,0.0,-13.6,0.0,81.6,0.0,11.0,557.3,0.0,2021,11,Quebec,Central
55058,-72.547,48.842,NORMANDIN,7065639,QC,-1.1,1.0,11.3,1.0,-13.6,1.0,36.4,1.0,6.0,553.7,0.0,2021,11,Quebec,Central
55069,-74.094,46.816,SAINT-MICHEL-DES-SAINTS,7077571,QC,-1.6,1.0,14.6,1.0,-13.7,1.0,74.0,1.0,10.0,567.3,0.0,2021,11,Quebec,Central
55070,-72.788,47.411,LA TUQUE,707DBD4,QC,-0.1,1.0,13.7,1.0,-9.6,1.0,38.3,1.0,9.0,526.3,0.0,2021,11,Quebec,Central
55077,-74.53,49.777,CHIBOUGAMAU-CHAPAIS,7091410,QC,-2.8,0.0,9.3,0.0,-15.9,0.0,57.3,0.0,16.0,623.3,0.0,2021,11,Quebec,Central
55079,-73.675,53.755,LA GRANDE 4 A,7093714,QC,-3.1,0.0,6.1,0.0,-11.9,0.0,54.4,0.0,13.0,632.0,0.0,2021,11,Quebec,Central
55080,-77.704,53.625,LA GRANDE RIVIERE A,7093716,QC,-2.7,0.0,6.2,0.0,-15.1,0.0,79.8,0.0,13.0,621.2,0.0,2021,11,Quebec,Central
55083,-77.793,49.758,MATAGAMI,7094637,QC,-2.9,0.0,10.6,0.0,-14.2,0.0,40.7,0.0,15.0,625.7,0.0,2021,11,Quebec,Central
55085,-77.786,48.056,VAL-D'OR,7098603,QC,-2.5,0.0,12.2,0.0,-17.2,0.0,36.6,0.0,11.0,615.0,0.0,2021,11,Quebec,Central
55102,-68.422,58.089,KUUJJUAQ A,7113535,QC,-5.9,2.0,5.7,2.0,-20.4,2.0,61.8,0.0,12.0,670.3,0.0,2021,11,Quebec,Central
55108,-66.805,54.805,SCHEFFERVILLE A,7117823,QC,-6.2,1.0,7.2,1.0,-20.7,1.0,27.1,3.0,11.0,700.9,0.0,2021,11,Quebec,Central
55111,-67.716,46.712,AROOSTOOK,8100300,NB,1.4,0.0,14.5,0.0,-11.5,0.0,99.4,0.0,10.0,497.4,0.0,2021,11,New Brunswick,Atlantic
55125,-66.899,45.954,MACTAQUAC PROV PARK,8102536,NB,2.2,6.0,15.0,6.0,-10.0,6.0,47.9,6.0,8.0,378.4,0.0,2021,11,New Brunswick,Atlantic
55128,-64.679,46.112,MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,8103201,NB,2.7,1.0,15.8,1.0,-8.6,1.0,95.1,0.0,11.0,443.4,0.0,2021,11,New Brunswick,Atlantic
55130,-66.099,45.507,OAK POINT,8103780,NB,3.2,0.0,18.0,0.0,-8.0,0.0,155.6,0.0,11.0,443.0,0.0,2021,11,New Brunswick,Atlantic
55137,-65.472,43.451,BACCARO PT,8200255,NS,7.3,4.0,15.4,4.0,-0.4,4.0,133.0,4.0,11.0,278.9,0.0,2021,11,Nova Scotia,Atlantic
55145,-63.467,45.417,DEBERT,8201390,NS,3.6,0.0,16.7,0.0,-7.6,0.0,163.5,0.0,13.0,433.4,0.0,2021,11,Nova Scotia,Atlantic
55148,-64.917,44.983,GREENWOOD A,8202000,NS,4.3,0.0,16.2,0.0,-6.2,0.0,127.7,0.0,13.0,410.8,0.0,2021,11,Nova Scotia,Atlantic
55157,-65.203,44.403,KEJIMKUJIK 1,8202592,NS,4.1,0.0,16.1,0.0,-4.5,0.0,149.6,0.0,15.0,417.0,0.0,2021,11,Nova Scotia,Atlantic
55170,-64.346,45.413,PARRSBORO,8204402,NS,3.6,2.0,15.8,2.0,-6.5,2.0,149.7,2.0,14.0,403.7,0.0,2021,11,Nova Scotia,Atlantic
55171,-63.833,44.767,POCKWOCK LAKE,8204453,NS,4.9,9.0,14.5,9.0,-9.5,9.0,154.8,9.0,10.0,275.8,0.0,2021,11,Nova Scotia,Atlantic
55172,-61.368,45.657,PORT HAWKESBURY,8204495,NS,5.5,0.0,17.5,0.0,-3.8,0.0,255.9,0.0,16.0,375.1,0.0,2021,11,Nova Scotia,Atlantic
55174,-60.008,43.931,SABLE ISLAND,8204708,NS,8.5,1.0,16.1,1.0,0.3,1.0,147.9,1.0,14.0,274.1,0.0,2021,11,Nova Scotia,Atlantic
55179,-60.048,46.161,SYDNEY A,8205701,NS,5.6,1.0,17.3,1.0,-4.5,1.0,364.0,0.0,17.0,359.5,0.0,2021,11,Nova Scotia,Atlantic
55186,-66.088,43.827,YARMOUTH A,8206495,NS,5.9,0.0,15.5,0.0,-2.5,0.0,95.3,0.0,12.0,364.2,0.0,2021,11,Nova Scotia,Atlantic
55196,-63.17,46.344,HARRINGTON CDA CS,830P001,PE,4.6,0.0,16.0,0.0,-6.1,0.0,174.9,0.0,17.0,403.2,0.0,2021,11,Prince Edward Island,Atlantic
55201,-57.333,48.167,BURNT POND,8400812,NL,3.9,0.0,13.0,0.0,-8.0,0.0,162.0,0.0,14.0,422.0,0.0,2021,11,Newfoundland and Labrador,Atlantic
55205,-57.95,48.95,CORNER BROOK,8401300,NL,5.9,0.0,15.5,0.0,-4.0,0.0,126.2,0.0,19.0,364.3,0.0,2021,11,Newfoundland and Labrador,Atlantic
55211,-54.568,48.937,GANDER INTL A,8401703,NL,4.5,0.0,14.9,0.0,-4.8,0.0,87.1,3.0,11.0,406.4,0.0,2021,11,Newfoundland and Labrador,Atlantic
55214,-53.902,48.35,LETHBRIDGE,8402544,NL,5.2,2.0,16.0,2.0,-6.0,2.0,152.0,2.0,17.0,358.3,0.0,2021,11,Newfoundland and Labrador,Atlantic
55216,-59.155,47.574,PORT AUX BASQUES,8402980,NL,6.2,0.0,15.1,0.0,-0.6,0.0,359.2,0.0,19.0,352.9,0.0,2021,11,Newfoundland and Labrador,Atlantic
55218,-56.069,51.392,ST. ANTHONY A,8403389,NL,2.7,2.0,10.8,2.0,-6.4,2.0,66.8,3.0,11.0,428.3,0.0,2021,11,Newfoundland and Labrador,Atlantic
55220,-52.753,47.619,ST. JOHN'S INTL A,8403505,NL,5.2,0.0,14.1,0.0,-5.2,0.0,191.9,0.0,16.0,385.2,0.0,2021,11,Newfoundland and Labrador,Atlantic
55223,-58.55,48.541,STEPHENVILLE A,8403801,NL,6.0,2.0,15.6,2.0,-3.4,2.0,176.0,0.0,20.0,335.9,0.0,2021,11,Newfoundland and Labrador,Atlantic
55233,-60.417,53.317,GOOSE A,8501900,NL,-1.2,0.0,11.0,0.0,-13.1,0.0,110.4,0.0,14.0,575.9,0.0,2021,11,Newfoundland and Labrador,Atlantic
55249,-123.287,48.764,NORTH PENDER ISLAND,1015638,BC,2.4,5.0,12.5,5.0,-10.0,5.0,93.3,5.0,16.0,405.1,0.0,2021,12,British Columbia,Western
55265,-125.273,49.952,CAMPBELL RIVER A,1021261,BC,-1.6,0.0,10.5,0.0,-17.5,0.0,181.4,0.0,19.0,606.6,0.0,2021,12,British Columbia,Western
55284,-125.216,48.786,CAPE BEALE LIGHT,1031316,BC,3.9,0.0,11.0,0.0,-7.0,0.0,263.4,0.0,23.0,438.5,0.0,2021,12,British Columbia,Western
55287,-125.923,49.111,LENNARD ISLAND,1034600,BC,4.1,3.0,11.5,3.0,-3.5,3.0,224.5,3.0,18.0,388.5,0.0,2021,12,British Columbia,Western
55288,-124.655,48.859,NITINAT RIVER HATCHERY,1035612,BC,1.4,0.0,12.0,0.0,-10.0,0.0,436.3,0.0,23.0,513.8,0.0,2021,12,British Columbia,Western
55289,-126.617,49.6,NOOTKA LIGHTSTATION,1035614,BC,1.9,0.0,10.5,0.0,-8.0,0.0,224.4,0.0,21.0,499.8,0.0,2021,12,British Columbia,Western
55302,-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,2.1,0.0,11.5,0.0,-9.5,0.0,127.2,0.0,20.0,492.4,0.0,2021,12,British Columbia,Western
55307,-124.5,49.834,POWELL RIVER A,1046391,BC,0.5,0.0,12.5,0.0,-12.0,0.0,118.0,0.0,20.0,543.9,0.0,2021,12,British Columbia,Western
55315,-133.058,54.255,LANGARA,1054500,BC,1.6,0.0,11.0,0.0,-7.0,0.0,107.9,0.0,17.0,508.2,0.0,2021,12,British Columbia,Western
55320,-131.814,53.254,SANDSPIT,1057052,BC,0.8,3.0,7.4,3.0,-6.8,3.0,72.7,4.0,16.0,481.9,0.0,2021,12,British Columbia,Western
55323,-126.587,52.389,BELLA COOLA AIRPORT,1060844,BC,-5.1,0.0,7.4,0.0,-20.7,0.0,132.3,0.0,19.0,715.0,0.0,2021,12,British Columbia,Western
55325,-128.524,52.643,BOAT BLUFF,1060901,BC,0.1,0.0,9.5,0.0,-11.5,0.0,250.0,0.0,17.0,556.4,0.0,2021,12,British Columbia,Western
55326,-130.638,53.493,BONILLA ISLAND,1060902,BC,1.5,0.0,8.5,0.0,-9.0,0.0,86.2,0.0,17.0,510.6,0.0,2021,12,British Columbia,Western
55336,-127.943,53.563,KEMANO,1064020,BC,-4.9,0.0,10.0,0.0,-18.0,0.0,127.8,0.0,15.0,710.2,0.0,2021,12,British Columbia,Western
55345,-128.625,54.502,TERRACE PCC,1068131,BC,-9.1,26.0,2.0,26.0,-20.0,26.0,4.6,26.0,2.0,135.3,0.0,2021,12,British Columbia,Western
55347,-130.88,54.295,TRIPLE ISLAND,1068250,BC,1.1,0.0,8.0,0.0,-9.0,0.0,51.8,0.0,11.0,523.2,0.0,2021,12,British Columbia,Western
55349,-126.668,54.396,HOUSTON,1073615,BC,-13.4,9.0,5.0,9.0,-35.0,9.0,19.0,13.0,6.0,690.1,0.0,2021,12,British Columbia,Western
55352,-127.171,55.289,SUSKWA VALLEY,107G879,BC,-12.4,2.0,1.0,2.0,-32.0,2.0,52.8,2.0,11.0,882.2,0.0,2021,12,British Columbia,Western
55356,-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-16.5,1.0,4.2,1.0,-45.1,1.0,50.8,1.0,11.0,1035.6,0.0,2021,12,British Columbia,Western
55360,-124.286,54.455,FORT ST JAMES AUTO,1092975,BC,-14.0,0.0,4.8,0.0,-34.3,0.0,27.2,0.0,5.0,990.5,0.0,2021,12,British Columbia,Western
55361,-122.286,52.531,MCLEESE LAKE GRANITE MT,1095018,BC,-11.3,17.0,3.5,12.0,-37.5,12.0,91.0,12.0,12.0,410.6,0.0,2021,12,British Columbia,Western
55368,-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-16.0,0.0,0.0,0.0,-42.5,0.0,81.0,0.0,20.0,1054.2,0.0,2021,12,British Columbia,Western
55372,-121.76,49.243,AGASSIZ RCS,1100119,BC,0.0,0.0,14.1,0.0,-16.5,0.0,222.6,0.0,18.0,558.0,0.0,2021,12,British Columbia,Western
55380,-122.551,49.145,FORT LANGLEY TELEGRAPH TRAIL,1102912,BC,0.7,0.0,13.5,0.0,-15.0,0.0,171.6,0.0,23.0,535.6,0.0,2021,12,British Columbia,Western
55400,-121.233,49.267,HOPE SLIDE,1113581,BC,-5.4,0.0,8.5,0.0,-24.5,0.0,265.6,0.0,24.0,725.4,0.0,2021,12,British Columbia,Western
55403,-121.582,50.224,LYTTON RCS,1114746,BC,-5.3,0.0,15.9,0.0,-25.6,0.0,78.3,1.0,9.0,723.0,0.0,2021,12,British Columbia,Western
55404,-120.333,49.673,JELLICOE,1123721,BC,-9.3,0.0,13.5,0.0,-34.5,0.0,71.0,0.0,18.0,847.3,0.0,2021,12,British Columbia,Western
55411,-119.717,49.783,PEACHLAND,1126070,BC,-3.1,0.0,19.5,0.0,-24.0,0.0,88.4,0.0,19.0,655.1,0.0,2021,12,British Columbia,Western
55416,-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,-11.5,2.0,6.0,2.0,-32.0,2.0,130.2,2.0,20.0,854.4,0.0,2021,12,British Columbia,Western
55420,-118.228,49.017,BILLINGS,1140876,BC,-5.6,4.0,11.0,4.0,-20.0,4.0,61.8,4.0,15.0,636.7,0.0,2021,12,British Columbia,Western
55421,-117.633,49.296,CASTLEGAR A,1141455,BC,-4.1,0.0,14.5,0.0,-19.0,0.0,70.4,0.0,17.0,685.5,0.0,2021,12,British Columbia,Western
55429,-117.37,49.996,NEW DENVER,1145460,BC,-3.6,0.0,10.5,0.0,-19.0,0.0,88.6,0.0,17.0,669.2,0.0,2021,12,British Columbia,Western
55432,-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,-2.6,0.0,15.5,0.0,-14.5,0.0,52.8,0.0,10.0,639.3,0.0,2021,12,British Columbia,Western
55436,-115.073,49.489,FERNIE,1152850,BC,-4.7,12.0,12.0,11.0,-34.0,12.0,88.4,10.0,9.0,432.2,0.0,2021,12,British Columbia,Western
55438,-115.962,49.632,KIMBERLEY PCC,1154203,BC,-8.6,13.0,10.0,13.0,-27.0,13.0,48.0,13.0,10.0,478.9,0.0,2021,12,British Columbia,Western
55443,-119.29,52.129,BLUE RIVER A,1160899,BC,-11.0,0.0,3.5,0.0,-36.0,0.0,65.9,0.0,11.0,900.0,0.0,2021,12,British Columbia,Western
55448,-121.505,51.144,CLINTON RCS,1161663,BC,-12.2,0.0,10.4,0.0,-35.8,0.0,57.9,0.0,15.0,934.7,0.0,2021,12,British Columbia,Western
55453,-119.778,51.576,VAVENBY,1168520,BC,-9.4,2.0,9.0,1.0,-32.0,1.0,55.8,1.0,14.0,793.8,0.0,2021,12,British Columbia,Western
55454,-120.172,50.63,KAMLOOPS PRATT ROAD,116C8P0,BC,-8.3,0.0,12.5,0.0,-30.5,0.0,58.6,0.0,13.0,816.8,0.0,2021,12,British Columbia,Western
55458,-116.982,51.299,GOLDEN A,1173210,BC,-11.2,3.0,6.0,3.0,-28.0,3.0,73.8,3.0,13.0,817.5,0.0,2021,12,British Columbia,Western
55461,-118.585,52.053,MICA DAM,1175122,BC,-5.3,13.0,3.0,8.0,-23.0,9.0,197.0,8.0,16.0,420.2,0.0,2021,12,British Columbia,Western
55462,-118.183,50.967,REVELSTOKE A,1176745,BC,-5.7,1.0,6.8,1.0,-20.9,1.0,42.6,0.0,8.0,712.1,0.0,2021,12,British Columbia,Western
55474,-122.574,58.841,FORT NELSON,1192948,BC,-24.4,0.0,-8.3,0.0,-40.6,0.0,7.8,0.0,3.0,1314.1,0.0,2021,12,British Columbia,Western
55475,-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,-21.6,0.0,-2.0,0.0,-42.3,0.0,36.0,0.0,4.0,1228.2,0.0,2021,12,British Columbia,Western
55479,-111.779,52.315,ALLIANCE AGCM,3010162,AB,-16.1,0.0,8.0,0.0,-37.0,0.0,10.5,0.0,5.0,1055.6,0.0,2021,12,Alberta,Western
55480,-112.279,53.917,ANDREW AGDM,3010237,AB,-18.7,0.0,7.0,0.0,-45.2,0.0,22.3,1.0,6.0,1138.9,0.0,2021,12,Alberta,Western
55485,-110.51,52.334,CADOGAN AGCM,3010992,AB,-16.7,0.0,7.7,0.0,-37.7,0.0,18.4,0.0,7.0,1074.3,0.0,2021,12,Alberta,Western
55486,-112.817,53.05,CAMROSE,3011240,AB,-16.3,0.0,6.4,0.0,-41.2,0.0,17.3,0.0,6.0,1064.3,0.0,2021,12,Alberta,Western
55496,-113.579,53.31,EDMONTON INTL A,3012216,AB,-17.0,0.0,7.5,0.0,-42.1,0.0,37.6,0.0,9.0,1084.5,0.0,2021,12,Alberta,Western
55499,-114.108,53.548,EDMONTON STONY PLAIN,301222F,AB,-14.8,0.0,6.5,0.0,-34.5,0.0,32.7,0.0,10.0,1017.7,0.0,2021,12,Alberta,Western
55500,-112.868,53.683,ELK ISLAND NAT PARK,3012275,AB,-16.9,0.0,8.0,0.0,-42.3,0.0,39.2,0.0,7.0,1081.3,0.0,2021,12,Alberta,Western
55501,-111.0,52.967,FABYAN,3012515,AB,-17.2,0.0,6.0,0.0,-39.0,0.0,16.4,0.0,7.0,1090.4,0.0,2021,12,Alberta,Western
55512,-111.212,51.78,HEMARUKA AGCM,3013140,AB,-17.2,0.0,6.1,0.0,-39.8,0.0,10.2,0.0,3.0,1091.7,0.0,2021,12,Alberta,Western
55513,-112.246,53.185,HOLDEN AGDM,3013340,AB,-17.8,0.0,6.7,0.0,-42.4,0.0,16.7,4.0,5.0,1108.9,0.0,2021,12,Alberta,Western
55522,-110.073,53.309,LLOYDMINSTER A,3013961,AB,-17.6,0.0,4.0,0.0,-37.0,0.0,23.0,0.0,11.0,1103.1,0.0,2021,12,Alberta,Western
55530,-111.726,53.425,RANFURLY AUTO,3015401,AB,-17.4,0.0,8.8,0.0,-40.1,0.0,23.3,0.0,7.0,1098.9,0.0,2021,12,Alberta,Western
55533,-114.912,52.421,ROCKY MTN HOUSE (AUT),3015523,AB,-17.6,0.0,12.1,0.0,-39.9,0.0,20.2,0.0,6.0,1102.8,0.0,2021,12,Alberta,Western
55554,-110.206,51.67,ESTHER 1,301B460,AB,-16.4,0.0,8.2,0.0,-38.8,0.0,12.6,0.0,6.0,1067.6,0.0,2021,12,Alberta,Western
55556,-110.317,51.066,ACADIA VALLEY,3020035,AB,-15.2,0.0,10.0,0.0,-38.0,0.0,15.7,1.0,5.0,1030.2,0.0,2021,12,Alberta,Western
55557,-111.006,50.81,ATLEE AGCM,3020405,AB,-14.1,0.0,11.1,0.0,-38.9,0.0,10.2,0.0,3.0,995.3,0.0,2021,12,Alberta,Western
55558,-113.357,51.379,BEISEKER AGCM,3020610,AB,-16.3,0.0,13.5,0.0,-40.5,0.0,14.8,0.0,4.0,1062.0,0.0,2021,12,Alberta,Western
55564,-112.252,51.775,CRAIGMYLE AGCM,3021912,AB,-16.1,0.0,7.4,0.0,-37.3,0.0,15.4,0.0,6.0,1055.6,0.0,2021,12,Alberta,Western
55571,-113.756,52.449,LACOMBE CDA 2,3023722,AB,-16.2,0.0,7.3,0.0,-38.2,0.0,16.4,0.0,6.0,1060.6,0.0,2021,12,Alberta,Western
55589,-113.591,51.936,WIMBORNE AGCM,3027582,AB,-15.6,0.0,10.3,0.0,-37.9,0.0,10.3,0.0,1.0,1041.9,0.0,2021,12,Alberta,Western
55593,-113.224,50.026,BARONS AGCM,3030529,AB,-13.2,0.0,15.3,0.0,-36.7,0.0,13.9,3.0,4.0,966.7,0.0,2021,12,Alberta,Western
55594,-112.465,50.893,BASSANO AGCM,3030540,AB,-15.5,0.0,11.1,0.0,-38.6,0.0,11.8,0.0,4.0,1039.0,0.0,2021,12,Alberta,Western
